,Sentence,Sentiment
403,compar oper profit total eur 47 mn eur 51 mn correspond period 2005 repres 74 net sale,negative
404,raw materi come europ us paid euro us dollar sale take place rubl,neutral
405,adpnew may 4 2010 finnish cutleri hand tool maker fiskar oyj abp hel fisa said today net profit declin eur 129 million usd 17m first quarter 2010 eur 17 million correspond,neutral
406,maximum 666104 new share subscrib exercis b option 2004 stock option plan,neutral
407,inspect compani strateg strength weak,neutral
408,plan close date provid,neutral
409,lemminkainen group headquart helsinki finland oper sector construct industri civil engin build contract technic build servic build materi industri,neutral
410,implement deal subject approv finnish competit author,neutral
411,microsoft also churn courtship agre use navteq map servic offer compani nokia bought 81 billion year ago,positive
412,geosolut team provid intrigu new technolog combin gp mobilebas technolog togeth internetbas social network,neutral
413,3c expo signatur show dongguan support dongguan municip govern everi year featur comput accessori softwar commun network product,neutral
414,pharmaceut poland brandnew market analysi give clear overview actual situat futur outlook pharmaceut market poland,neutral
415,trade new share right dividend distribut fund start exchang helsinki tomorrow,neutral
416,dualfuel engin vessel oper liquefi natur ga lng low emiss,neutral
417,among finnish share trade us stora enso close 033 pct lower 1211 eur upmkymmen 028 pct 1810 eur metso 013 pct 3106 eur,neutral
418,addit present held presid ceo kai telann cfo tuoma itkonen particip opportun discuss member compani manag,neutral
419,chang hold accord chapter 2 section 9 finnish secur market act describ,neutral
420,capman partner abl develop busi continu focu provid qualiti restaur servic custom say christoph wynn ceo papa john russia,positive
421,crane would instal onboard two freighter order singaporean ship owner masterbulk,neutral
422,busi divest gener consolid net sale eur 60 million annual current 640 employe,neutral
423,adpnew feb 5 2010 finnish real estat investor sponda oyj hel sda1v said today slip net loss eur 815 million usd 118 2009 profit eur 293 million 2008,neutral
424,compani eur2 8 bn asset count among five largest sharehold finnish insur ilmarinen 434 varma 070 well finnish state pension fund ver 061,neutral
425,addit 29 employe laid notic whole workforc laid short period need,neutral
426,chessnwin iwm 30minut chart small cap threaten descend triangl breakdown 11020,negative
427,corpor updat c 19952009 m2 commun ltd finnish technolog group telest corpor omx helsinki tlt1v report wednesday 4 februari oper profit eur5 6 net sale eur108 7 year 2008,neutral
428,stockholmbas nordea bank sto nda said yesterday hire casper von koskul lead corpor merchant bank capit market unit effect 1 septemb,neutral
429,total need staff cut correspond 300 manyear,negative
430,finnish fiber plastic product maker suominen corpor said net loss narrow 16 mln euro 20 mln first nine month 2006 216 mln euro 27 mln period 2005,positive
431,companiesfresnillo share jump 8 silver price break 21,positive
432,bluewin secur avail monthli subscript,neutral
433,oper profit eur 114 mn eur 75 mn,positive
434,finnish raisio diagnost launch new dnabas quick test ensur safeti food,positive
435,nonrecur cost caus talentum premedia busi area restructur amount 20 mln euro 27 mln includ compani financi result second quarter 2007,neutral
436,finnish softwar develop baswar oyj said novemb 30 2006 us subsidiari baswar inc order provid softwar contract lifecycl manag unnam us medic technolog compani,positive
437,chain unit 4550 centr end 2008,neutral
438,import thing keep bank exist 15000 custom,neutral
439,price stainless steel also rose europ,neutral
440,sweden gallerix accumul sek denomin sale 1 eur denomin sale 11,neutral
441,isrg isrg short,negative
442,dara break,positive
443,total 38244 new citycon share nomin valu eur 135 per share subscrib 19 april exercis abc option base compani stock option plan 1999,neutral
444,aapl im sure short hold breath hope miracl laugh out loud,positive
445,manag decid end 2005 increas cathod copper capac,neutral
446,imag data produc browser phone server convert bitmap imag sent handset display,neutral
447,shire say intern synergi goal baxalta deal higher,positive
448,one largest project magazin divis sanomawsoy sanoma magazin intern 2006 becam launch russian magazin gloriya,neutral
449,finnish airlin finnair start temporari layoff cabin crew februari 2010,neutral
450,seller founder compani,neutral
451,foodservic consum good market serv approxim 13000 peopl 54 manufactur unit sever sale offic 33 countri,neutral
452,acquisit frozen food fish sector long synergi lñnnen tehtaat busi,neutral
453,gnrc find support 10day line far,positive
454,transact agreement metsaliitto purchas 247 metsabotnia share upm 3 mreal,neutral
455,britain ftse fall back ashtead commod pressur,negative
456,sale seppala diminish 6 per cent,neutral
457,bbri bye bye sammi hello bb sound like well see green tomorrow,positive
458,capac cut 14 passeng load factor 78 percentag point,negative
459,rockwel collin provid flight deck cabin inform manag solut busi aircraft oper,neutral
460,floor area yliopistonrinn project 7900 sq build gross area total 12800 sq total 251 facil let,neutral
461,nflx vision short term consolid movement higher,positive
462,theodosopoulo said tellab could valu nokia siemen nortel given lead suppli statu verizon along highgrowth product,positive
463,current posit manti work sinc 1996,neutral
464,new product plant compani would increas capac meet expect increas demand would improv use raw materi therefor increas product profit,positive
465,analyst view astrazeneca share seen recent volatil 2015,negative
466,earn per share ep drop eur 021 eur 031,neutral
467,transact tikkurila powder coatingsrel oper compani said,neutral
468,arm hold plc domino pizza group plc aso plc 3 musthav growth stock,neutral
469,pearl plaza llc joint ventur srv shanghai industri invest hold co ltd conclud invest decis construct first phase shop center saint petersburg russia,positive
470,measur result decreas demand technic design product inform,neutral
471,finnish financi group aktia report oper profit eur 444 mn januaryseptemb 2009 eur 373 mn correspond period 2008,positive
472,key price watch nflx previou doubl top reject 21823,negative
473,finnish glass technolog compani glaston oyj abp net profit decreas 26 mln euro 38 mln first nine month 2007 78 mln euro 114 mln period 2006,neutral
474,citi spirit sink diageo come short sale slide,negative
475,oper loss increas eur 17mn loss eur 108 mn 2005,neutral
476,alexandria va june 7 michael g william newburi park calif develop network devic,neutral
477,olvi post strong set figur first six month year,positive
478,stanchart rb struggl bank england stress test,negative
479,begin year wartsila secur order deliv four gasfuel main engin propuls machineri vessel,positive
480,januarynovemb 2009 group sale total eur 78017 mn drop 126 period 2008,negative
481,glaxosmithklin target growth across unit scrap viiv ipo,positive
482,bhp billiton share price brazil sue samarco â£35bn,negative
483,come complet lcd touch screen system select chosen function price start around pound 4805 mark,neutral
484,revenu quarter fell 8 percent euro 24 billion compar year earlier,neutral
485,split compani would 26885540 seri share 9540000 seri k share,neutral
486,le coq special develop bicentenari compani trade mark brewer said,neutral
487,arcelormitt chief execut offic lakshmi mittal alreadi cut output furnac,neutral
488,oper profit fell eur 151 mn eur 246 mn 2006,neutral
489,bridg part highway 14 develop project,neutral
490,kesko agro lietuva agricultur machineri grain trader anoth member kesko group boost sale 429 percent 134 million euro vat inclus,positive
491,adpnew dec 1 2009 finnish cutleri hand tool maker fiskar oyj abp hel fisa said today make redund total 18 offic manag staff member subsidiari iittala group ltd,negative
492,metso foundri jyvaskyla oy discontinu product line 30 septemb 2008,neutral
493,sale price disclos,neutral
494,helsinki afx retail wholesal group kesko report net sale 6594 mln eur februari increas 108 pct yearonyear,positive
495,februari 2011 new word ident document act make mobil id stateapprov electron document februari 1st 2011 enter forc,neutral
496,antti orkola presid kemira growhow industri solut unit told thomson financi news compani put open mine price phosphat quit depress long tear eye,negative
497,alon,neutral
498,2009 3 februari 2010 finlandbas steel maker rautaruukki oyj hel rtrk ruukki said today slip largerthanexpect pretax loss eur46m fourth quarter 2009 yearearli profit eur45m,negative
499,sale savcor face cencorp result profit loss yet determin owe factor includ valuat consider share receiv prevail exchang rate,neutral
500,acquisit àlandsbanken sverig 2009 burden perform eur 30 mn,neutral
501,first applic market invoic purchas requisit approv mobil devic,neutral
502,helsinki eliiv today report ep eur1 13 2009 increas ep eur1 12 2008,positive
503,easyjet dismiss lufthansa lowcost plan contest germani,negative
504,order receiv grew 55 yearonyear eur732m,positive
