Sentence,Sentiment
compani eur2 8 bn asset count among five largest sharehold finnish insur ilmarinen 434 varma 070 well finnish state pension fund ver 061,neutral
addit 29 employe laid notic whole workforc laid short period need,neutral
chessnwin iwm 30minut chart small cap threaten descend triangl breakdown 11020,negative
corpor updat c 19952009 m2 commun ltd finnish technolog group telest corpor omx helsinki tlt1v report wednesday 4 februari oper profit eur5 6 net sale eur108 7 year 2008,neutral
stockholmbas nordea bank sto nda said yesterday hire casper von koskul lead corpor merchant bank capit market unit effect 1 septemb,neutral
total need staff cut correspond 300 manyear,negative
finnish fiber plastic product maker suominen corpor said net loss narrow 16 mln euro 20 mln first nine month 2006 216 mln euro 27 mln period 2005,positive
companiesfresnillo share jump 8 silver price break 21,positive
bluewin secur avail monthli subscript,neutral
oper profit eur 114 mn eur 75 mn,positive
finnish raisio diagnost launch new dnabas quick test ensur safeti food,positive
nonrecur cost caus talentum premedia busi area restructur amount 20 mln euro 27 mln includ compani financi result second quarter 2007,neutral
finnish softwar develop baswar oyj said novemb 30 2006 us subsidiari baswar inc order provid softwar contract lifecycl manag unnam us medic technolog compani,positive
chain unit 4550 centr end 2008,neutral
import thing keep bank exist 15000 custom,neutral
price stainless steel also rose europ,neutral
sweden gallerix accumul sek denomin sale 1 eur denomin sale 11,neutral
isrg isrg short,negative
dara break,positive
total 38244 new citycon share nomin valu eur 135 per share subscrib 19 april exercis abc option base compani stock option plan 1999,neutral
aapl im sure short hold breath hope miracl laugh out loud,positive
manag decid end 2005 increas cathod copper capac,neutral
imag data produc browser phone server convert bitmap imag sent handset display,neutral
shire say intern synergi goal baxalta deal higher,positive
one largest project magazin divis sanomawsoy sanoma magazin intern 2006 becam launch russian magazin gloriya,neutral
finnish airlin finnair start temporari layoff cabin crew februari 2010,neutral
seller founder compani,neutral
foodservic consum good market serv approxim 13000 peopl 54 manufactur unit sever sale offic 33 countri,neutral
acquisit frozen food fish sector long synergi lñnnen tehtaat busi,neutral
gnrc find support 10day line far,positive
transact agreement metsaliitto purchas 247 metsabotnia share upm 3 mreal,neutral
britain ftse fall back ashtead commod pressur,negative
sale seppala diminish 6 per cent,neutral
bbri bye bye sammi hello bb sound like well see green tomorrow,positive
capac cut 14 passeng load factor 78 percentag point,negative
rockwel collin provid flight deck cabin inform manag solut busi aircraft oper,neutral
floor area yliopistonrinn project 7900 sq build gross area total 12800 sq total 251 facil let,neutral
nflx vision short term consolid movement higher,positive
theodosopoulo said tellab could valu nokia siemen nortel given lead suppli statu verizon along highgrowth product,positive
current posit manti work sinc 1996,neutral
new product plant compani would increas capac meet expect increas demand would improv use raw materi therefor increas product profit,positive
analyst view astrazeneca share seen recent volatil 2015,negative
earn per share ep drop eur 021 eur 031,neutral
transact tikkurila powder coatingsrel oper compani said,neutral
arm hold plc domino pizza group plc aso plc 3 musthav growth stock,neutral
pearl plaza llc joint ventur srv shanghai industri invest hold co ltd conclud invest decis construct first phase shop center saint petersburg russia,positive
measur result decreas demand technic design product inform,neutral
finnish financi group aktia report oper profit eur 444 mn januaryseptemb 2009 eur 373 mn correspond period 2008,positive
key price watch nflx previou doubl top reject 21823,negative
finnish glass technolog compani glaston oyj abp net profit decreas 26 mln euro 38 mln first nine month 2007 78 mln euro 114 mln period 2006,neutral
citi spirit sink diageo come short sale slide,negative
oper loss increas eur 17mn loss eur 108 mn 2005,neutral
alexandria va june 7 michael g william newburi park calif develop network devic,neutral
olvi post strong set figur first six month year,positive
stanchart rb struggl bank england stress test,negative
begin year wartsila secur order deliv four gasfuel main engin propuls machineri vessel,positive
januarynovemb 2009 group sale total eur 78017 mn drop 126 period 2008,negative
glaxosmithklin target growth across unit scrap viiv ipo,positive
bhp billiton share price brazil sue samarco â£35bn,negative
come complet lcd touch screen system select chosen function price start around pound 4805 mark,neutral
revenu quarter fell 8 percent euro 24 billion compar year earlier,neutral
split compani would 26885540 seri share 9540000 seri k share,neutral
le coq special develop bicentenari compani trade mark brewer said,neutral
arcelormitt chief execut offic lakshmi mittal alreadi cut output furnac,neutral
oper profit fell eur 151 mn eur 246 mn 2006,neutral
bridg part highway 14 develop project,neutral
kesko agro lietuva agricultur machineri grain trader anoth member kesko group boost sale 429 percent 134 million euro vat inclus,positive
adpnew dec 1 2009 finnish cutleri hand tool maker fiskar oyj abp hel fisa said today make redund total 18 offic manag staff member subsidiari iittala group ltd,negative
metso foundri jyvaskyla oy discontinu product line 30 septemb 2008,neutral
sale price disclos,neutral
helsinki afx retail wholesal group kesko report net sale 6594 mln eur februari increas 108 pct yearonyear,positive
februari 2011 new word ident document act make mobil id stateapprov electron document februari 1st 2011 enter forc,neutral
antti orkola presid kemira growhow industri solut unit told thomson financi news compani put open mine price phosphat quit depress long tear eye,negative
alon,neutral
2009 3 februari 2010 finlandbas steel maker rautaruukki oyj hel rtrk ruukki said today slip largerthanexpect pretax loss eur46m fourth quarter 2009 yearearli profit eur45m,negative
sale savcor face cencorp result profit loss yet determin owe factor includ valuat consider share receiv prevail exchang rate,neutral
acquisit àlandsbanken sverig 2009 burden perform eur 30 mn,neutral
first applic market invoic purchas requisit approv mobil devic,neutral
helsinki eliiv today report ep eur1 13 2009 increas ep eur1 12 2008,positive
easyjet dismiss lufthansa lowcost plan contest germani,negative
order receiv grew 55 yearonyear eur732m,positive
januaryaugust 2009 import sea contain lorri trailer unit fell 277 export 286 correspond period 2008,negative
finnish broadband data commun system provid telest oyj hel tlt1v said yesterday return net profit eur 27 million usd 38 first nine month 2010 versu net loss eur 579000 period 2009,positive
adpnew dec 23 2009 norwegian financi servic group sparebank 1 gruppen osl sbgrp said board director appoint today jarl haug manag director claim collect subsidiari sparebank 1 gruppen finan,neutral
finnishown contract manufactur electron elcoteq hungari kft announc plan recruit 650 new staffer fulfil new order p:registered:c compani two plant,positive
1259 pm omx helsinki 25 index 032 pct lower 269481,neutral
nyrstar also agre suppli talvivaara 150000 tonn sulphur acid per annum use talvivaara leach process period suppli zinc concentr,positive
23 april 2010 finnish construct engin compani outotec oyj hel ote1v said today slip net loss eur7 3 first quarter 2010 net profit eur12 5 correspond period last year,negative
revenu slightli x20ac 495 million 634 million compar x20ac 497 million year earlier,neutral
rt dasan tmtanalyst sinc aapl master suppli chain corner nand appl master everyon suppli chain,positive
poyri net sale 2007 amount eur 720 million employ 7400 expert,neutral
adjust concern staff specialti paper fiber composit segment,neutral
accord notif hold ameripric inc group compani total 808973 share repres 3582 tekla ¦ share vote right,neutral
appl break major support level watch aapl qqq,negative
royal mail chairman donald brydon set step,negative
also confirm earn guidanc whole 2009 issu report whole 2008,neutral
offer also cover localis servic relat product transfer finnish compani custom alreadi product asian market made decis transfer product,neutral
db juliu baer emerg potenti bidder barclay asia wealth unit,positive
fair valu invest properti eur 2 2510 1 2814 million,neutral
